PKLT_NM,TPKCT,NOW_PRK_VHCL_CNT,timestamp,weekday
천호역 공영주차장(시),1431,857,2024-10-20 11:40:01,Sunday
천호역 공영주차장(시),1431,886,2024-10-20 11:50:01,Sunday
천호역 공영주차장(시),1431,905,2024-10-20 12:00:02,Sunday
천호역 공영주차장(시),1431,937,2024-10-20 12:10:01,Sunday
천호역 공영주차장(시),1431,965,2024-10-20 12:20:01,Sunday
천호역 공영주차장(시),1431,967,2024-10-20 12:30:01,Sunday
천호역 공영주차장(시),1431,981,2024-10-20 12:40:01,Sunday
천호역 공영주차장(시),1431,978,2024-10-20 12:50:01,Sunday
천호역 공영주차장(시),1431,979,2024-10-20 13:00:01,Sunday
천호역 공영주차장(시),1431,991,2024-10-20 13:10:01,Sunday
천호역 공영주차장(시),1431,995,2024-10-20 13:20:01,Sunday
천호역 공영주차장(시),1431,984,2024-10-20 13:30:01,Sunday
천호역 공영주차장(시),1431,989,2024-10-20 13:40:01,Sunday
천호역 공영주차장(시),1431,989,2024-10-20 13:50:01,Sunday
천호역 공영주차장(시),1431,995,2024-10-20 14:00:01,Sunday
천호역 공영주차장(시),1431,991,2024-10-20 14:10:01,Sunday
천호역 공영주차장(시),1431,989,2024-10-20 14:20:01,Sunday
천호역 공영주차장(시),1431,979,2024-10-20 14:30:01,Sunday
천호역 공영주차장(시),1431,963,2024-10-20 14:40:01,Sunday
천호역 공영주차장(시),1431,955,2024-10-20 14:50:02,Sunday
천호역 공영주차장(시),1431,955,2024-10-20 15:00:01,Sunday
천호역 공영주차장(시),1431,939,2024-10-20 15:10:01,Sunday
천호역 공영주차장(시),1431,938,2024-10-20 15:20:01,Sunday
천호역 공영주차장(시),1431,917,2024-10-20 15:30:01,Sunday
천호역 공영주차장(시),1431,906,2024-10-20 15:40:02,Sunday
천호역 공영주차장(시),1431,891,2024-10-20 15:50:01,Sunday
천호역 공영주차장(시),1431,881,2024-10-20 16:00:01,Sunday
천호역 공영주차장(시),1431,858,2024-10-20 16:10:01,Sunday
천호역 공영주차장(시),1431,843,2024-10-20 16:20:01,Sunday
천호역 공영주차장(시),1431,843,2024-10-20 16:30:02,Sunday
천호역 공영주차장(시),1431,830,2024-10-20 16:40:03,Sunday
천호역 공영주차장(시),1431,820,2024-10-20 16:50:01,Sunday
천호역 공영주차장(시),1431,807,2024-10-20 17:00:01,Sunday
천호역 공영주차장(시),1431,790,2024-10-20 17:10:01,Sunday
천호역 공영주차장(시),1431,786,2024-10-20 17:20:04,Sunday
